id,title,description_snippet,source_name,published_at,query_player,primary_label,secondary_labels,confidence_score,confidence_note,detected_players,is_lotte_related,event_summary,key_players,lotte_stance,player_stance,game_ref,game_context
1341,투구하는 박정민,25일 광주기아챔피언스필드에서 열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. 롯데 박정민이 8회말에 투구하고 있다. 2026.4.25,www.yna.co.kr,2026-04-25T19:45:00,박정민,MATCH_RELATED,,0.9,,박정민,True,롯데가 KIA에 패한 경기에서 박정민이 투구했다.,박정민,negative,neutral,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1342,투구하는 최이준,25일 광주기아챔피언스필드에서 열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. 롯데 최이준이 6회말에 투구하고 있다. 2026.4.25,www.yna.co.kr,2026-04-25T19:17:00,최이준,MATCH_RELATED,,0.9,,최이준,True,롯데가 KIA에 패한 경기에서 최이준이 투구했다.,최이준,negative,neutral,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1343,투구하는 최이준,25일 광주기아챔피언스필드에서 열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. 롯데 최이준이 6회말에 투구하고 있다. 2026.4.25,www.yna.co.kr,2026-04-25T19:16:00,최이준,MATCH_RELATED,,0.9,,최이준,True,롯데가 KIA에 패한 경기에서 최이준이 투구했다.,최이준,negative,neutral,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1344,"[프로야구] 'KBO 최다 탈삼진' KIA 양현종, 2200K 금자탑",KIA 양현종이 25일 열린 2026 KBO 정규시즌 광주 롯데전에서 2200탈삼진 고지를 밟았다. [사진=KIA 타이거즈] 이날 경기 전까지 통산 2199탈삼진을 기록 중이던 양현종은 1회초 선두타자 한태양을 상대,www.newspim.com,2026-04-25T19:06:00,한태양,MATCH_RELATED,,0.9,,한태양,True,롯데가 KIA에 패하며 양현종의 2200K 기록을 허용했다.,한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1345,"'이럴수가' KIA, 또 햄스트링 부상이라니…""병원 진료 추후 결정할 계획...",카스트로는 25일 광주 롯데 자이언츠전에 5번타자 1루수로 선발 출전했다가 3회 수비 과정에서 햄스트링을 다쳤다. 1사 주자 없는 상황에서 손성빈의 땅볼을 3루수 김도영이 달려 들어오며 잡은 뒤 러닝스로로 1루에..,www.sportschosun.com,2026-04-25T18:33:00,손성빈,INJURY_ROSTER,,1.0,,손성빈,True,손성빈이 햄스트링 부상으로 병원 진료 예정입니다.,손성빈,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1346,홈런 치고 기뻐하는 유강남,25일 광주기아챔피언스필드에서 열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. 롯데 유강남이 4회초에 솔로홈런 때리고 베이스를 돌며 기뻐하고 있다. 2026.4.25,www.yna.co.kr,2026-04-25T18:21:00,유강남,MATCH_RELATED,,0.9,,유강남,True,유강남이 홈런을 치고 기뻐하는 모습입니다.,유강남,negative,positive,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1347,아쉬워하는 양현종,25일 광주기아챔피언스필드에서 열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. KIA 선발투수 양현종이 4회초에 롯데 유강남에게 솔로홈런을 허용한 뒤 아쉬워하고 있다. 2026.4.25,www.yna.co.kr,2026-04-25T18:21:00,유강남,MATCH_RELATED,,0.9,,유강남,True,양현종이 유강남에게 홈런을 허용하고 아쉬워합니다.,유강남,negative,positive,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1348,홈런 치고 환호하는 유강남,25일 광주기아챔피언스필드에서 열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. 롯데 유강남이 4회초에 솔로홈런 때리고 베이스를 돌며 기뻐하고 있다. 2026.4.25,www.yna.co.kr,2026-04-25T18:20:00,유강남,MATCH_RELATED,,0.9,,유강남,True,유강남이 홈런을 치고 환호하는 장면입니다.,유강남,negative,positive,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1349,투구하는 양현종,"KIA 선발투수 양현종이 1회초에 투구하고 있다. 양현종은 1회초에 롯데 선두타자 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T18:20:00,한태양,PERFORMANCE_ANALYSIS,MATCH_RELATED,0.9,,한태양,True,"양현종이 2,200탈삼진을 달성했습니다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1350,투구하는 양현종,"KIA 선발투수 양현종이 1회초에 투구하고 있다. 양현종은 1회초에 롯데 선두타자 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T18:20:00,한태양,PERFORMANCE_ANALYSIS,MATCH_RELATED,0.9,,한태양,True,"양현종이 2,200탈삼진을 달성했습니다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1351,투구하는 양현종,"KIA 선발투수 양현종이 1회초에 투구하고 있다. 양현종은 1회초에 롯데 선두타자 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T18:20:00,한태양,PERFORMANCE_ANALYSIS,MATCH_RELATED,0.9,,한태양,True,"양현종이 2,200탈삼진을 달성했습니다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1352,투구하는 양현종,"KIA 선발투수 양현종이 1회초에 투구하고 있다. 양현종은 1회초에 롯데 선두타자 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T18:20:00,한태양,PERFORMANCE_ANALYSIS,MATCH_RELATED,0.9,,한태양,True,"양현종이 2,200탈삼진을 달성했습니다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1353,"양현종, KBO 최초 2천200 탈삼진 달성","KIA 선발투수 양현종이 1회초에 롯데 선두 1번타자 한태양을 상대로 투구하고 있다. 양현종은 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:44:00,한태양,PERFORMANCE_ANALYSIS,MATCH_RELATED,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1354,"양현종, KBO 최초 2천200 탈삼진 달성","KIA 선발투수 양현종이 1회초에 롯데 선두 1번타자 한태양을 상대로 투구하고 있다. 양현종은 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:43:00,한태양,PERFORMANCE_ANALYSIS,MATCH_RELATED,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1355,"양현종, 한태양 상대로 2천200 탈삼진 투구","KIA 선발투수 양현종이 1회초에 롯데 선두 1번타자 한태양을 상대로 투구하고 있다. 양현종은 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:40:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1356,"양현종, 2천200 탈삼진 투구","KIA 선발투수 양현종이 1회초에 롯데 한태양을 상대로 투구하고 있다. 양현종은 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:40:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1357,"양현종, 한태양 상대로 2천200 탈삼진 투구","KIA 선발투수 양현종이 1회초에 롯데 선두 1번타자 한태양을 상대로 투구하고 있다. 양현종은 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:40:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1358,"양현종, 2천200 탈삼진 투구","KIA 선발투수 양현종이 1회초에 롯데 한태양을 상대로 투구하고 있다. 양현종은 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:40:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1359,"양현종, 2천200 탈삼진 투구","KIA 선발투수 양현종이 1회초에 롯데 한태양을 상대로 투구하고 있다. 양현종은 한태양을 6구째 헛스윙 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:40:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1360,"KIA '대투수' 양현종, 개인 통산 2200탈삼진 금자탑…KBO 역대 최초",양현종은 25일 광주-기아챔피언스필드에서 열린 2026 신한 쏠 KBO리그 롯데 자이언츠전에 선발 등판해 1회 선두타자 한태양을 삼진으로 돌려세웠다. 이날 전까지 개인 통산 2199탈삼진을 기록 중이던 양현종은 경기,www.newsis.com,2026-04-25T17:37:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1361,양현종 'KBO 최초 2천200 탈삼진 투구',"열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. KIA 선발투수 양현종이 1회초 투구하고 있다. 양현종은 롯데 1번타자 한태양을 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:28:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",양현종;한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1362,양현종 'KBO 최초 2천200 탈삼진 투구',"열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. KIA 선발투수 양현종이 1회초 투구하고 있다. 양현종은 롯데 1번타자 한태양을 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:28:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",양현종;한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1363,양현종 'KBO 최초 2천200 탈삼진 투구',"열린 프로야구 롯데 자이언츠와 KIA 타이거즈의 경기. KIA 선발투수 양현종이 1회초 투구하고 있다. 양현종은 롯데 1번타자 한태양을 삼진 처리하며 KBO 최초로 2,200탈삼진을 달성했다. 2026.4.25",www.yna.co.kr,2026-04-25T17:28:00,한태양,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,한태양,True,"양현종이 KBO 최초로 2,200 탈삼진을 달성했다.",양현종;한태양,negative,negative,True,"롯데 vs HT (원정) 3-4 패 | 결승타: 김도영(5회) | 홈런: 유강남2호 | 타자 키플레이어: 김도영(HT), 김선빈(HT), 박재현(HT) | 투수 키플레이어: 성영탁(HT), 정해영(HT), 박정민(롯데)"
1364,"‘안타-안타-홈런-볼넷-2루타’ 육성선수→5년 만에 1군 데뷔→2군행, K...","한편 롯데는 타격 부진으로 2군으로 내려간 윤동희가 4타수 3안타 3타점 3득점을 기록했고, 육성선수 서하은이 홈런 3방을 터뜨리는 깜짝 활약을 했다. 서하은은 2회 스리런, 4회 투런, 8회 솔로 홈런을 쏘아올리며",www.osen.co.kr,2026-04-25T10:11:00,윤동희,ETC,,0.0,"GPT call failed: Incomplete GPT batch response. Missing indexes: [1704, 1705, 1706, 1707, 1708, 1709, 1710, 1711]",윤동희,True,윤동희가 2군에서 뛰어난 성적을 기록했다.,윤동희;서하은,neutral,positive,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1365,"‘안타-안타-홈런-볼넷-2루타’ 육성선수→5년 만에 1군 데뷔→2군행, K...","한편 롯데는 타격 부진으로 2군으로 내려간 윤동희가 4타수 3안타 3타점 3득점을 기록했고, 육성선수 서하은이 홈런 3방을 터뜨리는 깜짝 활약을 했다. 서하은은 2회 스리런, 4회 투런, 8회 솔로 홈런을 쏘아올리며",www.osen.co.kr,2026-04-25T10:11:00,윤동희,ETC,,0.0,"GPT call failed: Incomplete GPT batch response. Missing indexes: [1704, 1705, 1706, 1707, 1708, 1709, 1710, 1711]",윤동희,True,윤동희가 2군에서 뛰어난 성적을 기록했다.,윤동희;서하은,neutral,positive,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1366,"“선발이고 중간이고 다 150km, 작년하고 똑같이 스윙하면…” 김태형이...",“스~윽 그리면 다 늦잖아.” 타격 부진으로 2군에 내려간 롯데 자이언츠 오른손 외야수 윤동희(23)는 24일 김해 상동구장에서 열린 KIA 타이거즈와의 퓨처스리그 홈 경기서 4타수 3안타(1홈런) 3타점 1볼넷 3,www.mydaily.co.kr,2026-04-25T08:10:00,윤동희,PERFORMANCE_ANALYSIS,,0.9,,윤동희,True,윤동희가 2군에서 뛰어난 성적을 기록했다.,윤동희,neutral,positive,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1367,"“선발이고 중간이고 다 150km, 작년하고 똑같이 스윙하면…” 김태형이...",“스~윽 그리면 다 늦잖아.” 타격 부진으로 2군에 내려간 롯데 자이언츠 오른손 외야수 윤동희(23)는 24일 김해 상동구장에서 열린 KIA 타이거즈와의 퓨처스리그 홈 경기서 4타수 3안타(1홈런) 3타점 1볼넷 3,www.mydaily.co.kr,2026-04-25T08:10:00,윤동희,PERFORMANCE_ANALYSIS,,0.9,,윤동희,True,윤동희가 2군에서 뛰어난 성적을 기록했다.,윤동희,neutral,positive,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1368,"롯데 국대 4번타자의 몰락, 왜 예견됐나…""스윙 스피드 늦어""",롯데는 현재 윤동희에게 충분히 재정비할 시간을 줄 형편은 안 된다. 팀 타율 2할4푼5리로 리그 9위다. 경기당 3.75점 생산에 그치고 있어 마운드가 제법 탄탄하게 잘 버티고 있는 와중에도 승수를 쌓지 못하고 있다,www.sportschosun.com,2026-04-25T03:22:00,윤동희,PERFORMANCE_ANALYSIS,,0.9,,윤동희,True,윤동희의 부진이 롯데의 성적에 영향을 미치고 있다.,윤동희,negative,negative,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1369,"롯데 국대 4번타자의 몰락, 왜 예견됐나…""스윙 스피드 늦어""",롯데는 현재 윤동희에게 충분히 재정비할 시간을 줄 형편은 안 된다. 팀 타율 2할4푼5리로 리그 9위다. 경기당 3.75점 생산에 그치고 있어 마운드가 제법 탄탄하게 잘 버티고 있는 와중에도 승수를 쌓지 못하고 있다,www.sportschosun.com,2026-04-25T03:22:00,윤동희,PERFORMANCE_ANALYSIS,,0.9,,윤동희,True,윤동희의 부진이 롯데의 성적에 악영향을 미치고 있다.,윤동희,negative,negative,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1370,"'2루타-안타-홈런' 윤동희 2G 연속포+3타점 대폭발...2군은 좁다, 1군 다...",프로야구 롯데 자이언츠 윤동희에게 2군은 좁다. 1군에서 다시 본래의 모습을 보여주기를 바라고 있다.... 이후 김민성의 중견수 뜬공으로 3루까지 향한 뒤 조민영의 희생플라이로 득점에 성공했다. 2회에도 타석이...,www.osen.co.kr,2026-04-25T00:04:00,김민성,ETC,,0.0,"GPT call failed: Incomplete GPT batch response. Missing indexes: [1742, 1743, 1744, 1745, 1746, 1747, 1748, 1749]",김민성;윤동희,True,윤동희가 2G 연속으로 좋은 성적을 내고 있다.,김민성,negative,neutral,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1371,"'2루타-안타-홈런' 윤동희 2G 연속포+3타점 대폭발...2군은 좁다, 1군 다...",프로야구 롯데 자이언츠 윤동희에게 2군은 좁다. 1군에서 다시 본래의 모습을 보여주기를 바라고 있다.... 이후 김민성의 중견수 뜬공으로 3루까지 향한 뒤 조민영의 희생플라이로 득점에 성공했다. 2회에도 타석이...,www.osen.co.kr,2026-04-25T00:04:00,김민성,ETC,,0.0,"GPT call failed: Incomplete GPT batch response. Missing indexes: [1742, 1743, 1744, 1745, 1746, 1747, 1748, 1749]",김민성;윤동희,True,윤동희가 2G 연속으로 좋은 성적을 내고 있다.,윤동희,negative,,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1372,"'2루타-안타-홈런' 윤동희 2G 연속포+3타점 대폭발...2군은 좁다, 1군 다...",프로야구 롯데 자이언츠 윤동희에게 2군은 좁다. 1군에서 다시 본래의 모습을 보여주기를 바라고 있다. 윤동희는 24일 김해 상동구장에서 열린 퓨처스리그 KIA 타이거즈와의 경기에 1번 지명타자로 선발 출장해 4타수.,www.osen.co.kr,2026-04-25T00:04:00,윤동희,ETC,,0.0,"GPT call failed: Incomplete GPT batch response. Missing indexes: [1742, 1743, 1744, 1745, 1746, 1747, 1748, 1749]",윤동희,True,윤동희가 2G 연속으로 좋은 성적을 내고 있다.,윤동희,negative,positive,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1373,"'2루타-안타-홈런' 윤동희 2G 연속포+3타점 대폭발...2군은 좁다, 1군 다...",프로야구 롯데 자이언츠 윤동희에게 2군은 좁다. 1군에서 다시 본래의 모습을 보여주기를 바라고 있다. 윤동희는 24일 김해 상동구장에서 열린 퓨처스리그 KIA 타이거즈와의 경기에 1번 지명타자로 선발 출장해 4타수.,www.osen.co.kr,2026-04-25T00:04:00,윤동희,ETC,,0.0,"GPT call failed: Incomplete GPT batch response. Missing indexes: [1742, 1743, 1744, 1745, 1746, 1747, 1748, 1749]",윤동희,True,윤동희가 2G 연속으로 좋은 성적을 내고 있다.,윤동희,negative,positive,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1374,"K뮤지컬 더 활짝 꽃피우려면, 극장 인프라부터 늘려야","어제 빌리 역 김승주와 마이클 역 이서준은 지난 시즌 ‘마틸다’에도 출연했던 아이들이라 연기도... “신시는 1987년 연극을 하는 극단으로 출발했는데, 뮤지컬을 하던 롯데월드예술극장이 94년 없어지면서 거기...",www.joongang.co.kr,2026-04-25T00:02:00,이서준,ETC,,0.9,,이서준,True,K뮤지컬의 인프라 확장이 필요하다는 의견이 제기되었다.,이서준,neutral,neutral,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1375,"롯데 손호영, 허벅지 부상으로 1군 제외…SSG 전영준, 허리 염좌로 이탈","여기에 윤동희, 김민성이 부진으로 2군에 내려갔고, 붙박이 리드오프 황성빈도 허벅지 부상으로 이탈했다. 부상 정도가 심각하지 않은 것이 롯데로서는 위안이다. 관계자는 ""손호영이 일주일 동안 휴식이 필요하다는",www.newsis.com,2026-04-24T17:36:00,김민성,INJURY_ROSTER,,1.0,,김민성;윤동희,True,손호영이 부상으로 1군에서 제외되었다.,김민성,negative,negative,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
1376,"롯데 손호영, 허벅지 부상으로 1군 제외…SSG 전영준, 허리 염좌로 이탈","여기에 윤동희, 김민성이 부진으로 2군에 내려갔고, 붙박이 리드오프 황성빈도 허벅지 부상으로 이탈했다. 부상 정도가 심각하지 않은 것이 롯데로서는 위안이다. 관계자는 ""손호영이 일주일 동안 휴식이 필요하다는",www.newsis.com,2026-04-24T17:36:00,김민성,INJURY_ROSTER,,1.0,,김민성;윤동희,True,손호영이 부상으로 1군에서 제외되었다.,김민성,negative,negative,True,"롯데 vs HT (원정) 0-4 패 | 결승타: 김도영(7회) | 홈런: 김도영7호, 김도영8호 | 타자 키플레이어: 김도영(HT), 고종욱(HT), 박재현(HT) | 투수 키플레이어: 올러(HT), 비슬리(롯데), 이영재(롯데)"
